"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"Niedersachsen wählen am 15. Oktober",0.00581395348837209,0.00581395348837209,0.00581395348837209,0.0465116279069767,0.00581395348837209,0.00581395348837209,0.00581395348837209,0.00581395348837209,0.00581395348837209,0.00581395348837209,0.00581395348837209,0.00581395348837209,0.00581395348837209,0.0116279069767442,0.00581395348837209,0.0116279069767442,0.0116279069767442,0.00581395348837209,0.00581395348837209,0.0116279069767442,0.0174418604651163,0.0348837209302326,0.00581395348837209,0.0116279069767442,0.00581395348837209,0.00581395348837209,0.0116279069767442,0.488372093023256,0.0174418604651163,0.00581395348837209,0.00581395348837209,0.0697674418604651,0.00581395348837209,0.0116279069767442,0.0174418604651163,0.00581395348837209,0.00581395348837209,0.00581395348837209,0.00581395348837209,0.0174418604651163,0.00581395348837209,0.00581395348837209,0.00581395348837209,0.00581395348837209,0.00581395348837209,0.00581395348837209,0.00581395348837209,0.00581395348837209,0.0116279069767442,0.00581395348837209
"Fahrzeug fährt in Soldatengruppe bei Paris - sechs Menschen werden verletzt - Video - FOCUS Online",0.0174418604651163,0.00581395348837209,0.00581395348837209,0.0348837209302326,0.0116279069767442,0.00581395348837209,0.0116279069767442,0.00581395348837209,0.00581395348837209,0.0116279069767442,0.00581395348837209,0.0174418604651163,0.00581395348837209,0.0174418604651163,0.0116279069767442,0.00581395348837209,0.00581395348837209,0.0116279069767442,0.0116279069767442,0.0290697674418605,0.0232558139534884,0.00581395348837209,0.00581395348837209,0.0116279069767442,0.00581395348837209,0.0116279069767442,0.00581395348837209,0.0116279069767442,0.0116279069767442,0.00581395348837209,0.174418604651163,0.0116279069767442,0.0116279069767442,0.00581395348837209,0.00581395348837209,0.0174418604651163,0.0290697674418605,0.0116279069767442,0.00581395348837209,0.244186046511628,0.0174418604651163,0.0116279069767442,0.0116279069767442,0.0116279069767442,0.0290697674418605,0.0116279069767442,0.00581395348837209,0.00581395348837209,0.0348837209302326,0.00581395348837209
"Staatsanwaltschaft ermittelt wegen Volksverhetzung - AfD-Funktionärin will Flüchtlinge „versenken“ - Politik Inland - Bild.de",0.0091324200913242,0.0045662100456621,0.205479452054795,0.0136986301369863,0.0045662100456621,0.0045662100456621,0.0091324200913242,0.0136986301369863,0.0091324200913242,0.0045662100456621,0.0045662100456621,0.0045662100456621,0.0365296803652968,0.0045662100456621,0.0091324200913242,0.0045662100456621,0.0045662100456621,0.0091324200913242,0.0091324200913242,0.0136986301369863,0.0228310502283105,0.0365296803652968,0.0091324200913242,0.0365296803652968,0.0045662100456621,0.0182648401826484,0.0045662100456621,0.0045662100456621,0.0045662100456621,0.0045662100456621,0.0045662100456621,0.168949771689498,0.0045662100456621,0.0045662100456621,0.0091324200913242,0.0045662100456621,0.0045662100456621,0.0045662100456621,0.0091324200913242,0.0319634703196347,0.0547945205479452,0.0136986301369863,0.0136986301369863,0.0045662100456621,0.0045662100456621,0.0273972602739726,0.0045662100456621,0.0136986301369863,0.0867579908675799,0.0045662100456621
"Konservative: Spiel nicht mit den Schmuddelkindern! - WELT",0.0103986135181976,0.0121317157712305,0.159445407279029,0.0207972270363951,0.00346620450606586,0.0121317157712305,0.00346620450606586,0.00693240901213172,0.00519930675909879,0.00693240901213172,0.00693240901213172,0.00173310225303293,0.00173310225303293,0.0103986135181976,0.00173310225303293,0.0103986135181976,0.00693240901213172,0.00519930675909879,0.0138648180242634,0.00693240901213172,0.00346620450606586,0.0415944540727903,0.00173310225303293,0.00346620450606586,0.00866551126516464,0.00173310225303293,0.00173310225303293,0.0138648180242634,0.0155979202772964,0.00173310225303293,0.00173310225303293,0.325823223570191,0.0779896013864818,0.00346620450606586,0.00173310225303293,0.00173310225303293,0.0953206239168111,0.00346620450606586,0.00346620450606586,0.00519930675909879,0.00346620450606586,0.00693240901213172,0.00173310225303293,0.0103986135181976,0.00346620450606586,0.0121317157712305,0.0190641247833622,0.00519930675909879,0.0155979202772964,0.00173310225303293
"Straubhaar: Mehr Kinder könnten Deutschland glücklicher machen - WELT",0.017825311942959,0.0035650623885918,0.0053475935828877,0.133689839572193,0.180035650623886,0.0017825311942959,0.0035650623885918,0.0035650623885918,0.0017825311942959,0.0035650623885918,0.0053475935828877,0.0196078431372549,0.0017825311942959,0.0017825311942959,0.0089126559714795,0.0035650623885918,0.089126559714795,0.0017825311942959,0.0106951871657754,0.0106951871657754,0.0124777183600713,0.0035650623885918,0.0053475935828877,0.0017825311942959,0.0124777183600713,0.0035650623885918,0.0035650623885918,0.0035650623885918,0.0053475935828877,0.0017825311942959,0.0071301247771836,0.376114081996435,0.0017825311942959,0.0017825311942959,0.0017825311942959,0.0124777183600713,0.0017825311942959,0.0017825311942959,0.0017825311942959,0.0035650623885918,0.0017825311942959,0.0017825311942959,0.0035650623885918,0.0017825311942959,0.0017825311942959,0.0071301247771836,0.0017825311942959,0.0053475935828877,0.0017825311942959,0.0017825311942959
"News: Donald Trump und Nordkorea, Ermittlung gegen Benjamin Netanyahu, Niedersachsen - SPIEGEL ONLINE",0.012396694214876,0.0206611570247934,0.00413223140495868,0.012396694214876,0.00413223140495868,0.00413223140495868,0.00413223140495868,0.012396694214876,0.0247933884297521,0.00413223140495868,0.012396694214876,0.140495867768595,0.012396694214876,0.00826446280991736,0.00413223140495868,0.00413223140495868,0.00826446280991736,0.00413223140495868,0.0165289256198347,0.0165289256198347,0.0206611570247934,0.012396694214876,0.00413223140495868,0.0247933884297521,0.00413223140495868,0.00826446280991736,0.0165289256198347,0.119834710743802,0.012396694214876,0.0165289256198347,0.0371900826446281,0.140495867768595,0.0165289256198347,0.00413223140495868,0.0247933884297521,0.00826446280991736,0.00826446280991736,0.00826446280991736,0.0165289256198347,0.0909090909090909,0.00826446280991736,0.00826446280991736,0.00413223140495868,0.00826446280991736,0.00413223140495868,0.0165289256198347,0.00413223140495868,0.00413223140495868,0.00826446280991736,0.00826446280991736
"News: Dieselaffäre, Stephan Weil, Martin Schulz, Emmanuel Macron, Mike Pence - SPIEGEL ONLINE",0.00429184549356223,0.00858369098712446,0.0257510729613734,0.0128755364806867,0.00858369098712446,0.00858369098712446,0.00429184549356223,0.00429184549356223,0.00858369098712446,0.00858369098712446,0.00858369098712446,0.0257510729613734,0.00429184549356223,0.00429184549356223,0.0128755364806867,0.0128755364806867,0.0171673819742489,0.00858369098712446,0.00858369098712446,0.0128755364806867,0.0515021459227468,0.0171673819742489,0.00429184549356223,0.00858369098712446,0.0257510729613734,0.00429184549356223,0.0300429184549356,0.0171673819742489,0.00429184549356223,0.00429184549356223,0.0128755364806867,0.266094420600858,0.0214592274678112,0.00429184549356223,0.0987124463519313,0.0128755364806867,0.00858369098712446,0.00858369098712446,0.0257510729613734,0.00858369098712446,0.0300429184549356,0.00858369098712446,0.0171673819742489,0.00429184549356223,0.0171673819742489,0.0171673819742489,0.00858369098712446,0.00858369098712446,0.0257510729613734,0.0171673819742489
"Martin Schulz: Fragen Sie alles, außer ... | ZEIT ONLINE",0.00290697674418605,0.00290697674418605,0.00872093023255814,0.00290697674418605,0.00581395348837209,0.00290697674418605,0.0116279069767442,0.0174418604651163,0.00290697674418605,0.0145348837209302,0.0145348837209302,0.00290697674418605,0.00872093023255814,0.00290697674418605,0.00581395348837209,0.00290697674418605,0.0174418604651163,0.00581395348837209,0.0116279069767442,0.00872093023255814,0.00290697674418605,0.00290697674418605,0.00581395348837209,0.00581395348837209,0.00290697674418605,0.00581395348837209,0.00581395348837209,0.00290697674418605,0.0145348837209302,0.00581395348837209,0.0145348837209302,0.383720930232558,0.00872093023255814,0.00872093023255814,0.156976744186047,0.00872093023255814,0.00290697674418605,0.00872093023255814,0.00581395348837209,0.00581395348837209,0.0116279069767442,0.00872093023255814,0.127906976744186,0.00872093023255814,0.00290697674418605,0.00872093023255814,0.00872093023255814,0.00290697674418605,0.00290697674418605,0.00290697674418605
"stern-Interview zum Dieselskandal: Umwelthilfe-Chef wirft Autobossen Körperverletzung mit Todesfolge vor",0.00495049504950495,0.00495049504950495,0.0099009900990099,0.0148514851485149,0.00495049504950495,0.00495049504950495,0.00495049504950495,0.00495049504950495,0.0099009900990099,0.00495049504950495,0.00495049504950495,0.00495049504950495,0.00495049504950495,0.48019801980198,0.0099009900990099,0.00495049504950495,0.00495049504950495,0.00495049504950495,0.00495049504950495,0.00495049504950495,0.0148514851485149,0.0693069306930693,0.00495049504950495,0.00495049504950495,0.00495049504950495,0.0148514851485149,0.0148514851485149,0.00495049504950495,0.0099009900990099,0.00495049504950495,0.00495049504950495,0.0198019801980198,0.0247524752475248,0.00495049504950495,0.00495049504950495,0.00495049504950495,0.00495049504950495,0.0099009900990099,0.00495049504950495,0.0643564356435644,0.0396039603960396,0.0099009900990099,0.00495049504950495,0.0099009900990099,0.00495049504950495,0.0099009900990099,0.00495049504950495,0.0099009900990099,0.00495049504950495,0.00495049504950495
"News des Tages: Tirol: Deutscher stürzt in Gebirgsbach und stirbt",0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.00135226504394861,0.000676132521974307,0.00202839756592292,0.00135226504394861,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.958755916159567,0.00270453008789723,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.00270453008789723,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.00135226504394861,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.00135226504394861
"Grünen-Abtrünnige : Elke Twesten ist jetzt offiziell CDU-Mitglied",0.00591715976331361,0.00591715976331361,0.0236686390532544,0.00591715976331361,0.00591715976331361,0.0118343195266272,0.0118343195266272,0.00591715976331361,0.00591715976331361,0.00591715976331361,0.0118343195266272,0.00591715976331361,0.00591715976331361,0.00591715976331361,0.00591715976331361,0.00591715976331361,0.00591715976331361,0.00591715976331361,0.0118343195266272,0.00591715976331361,0.00591715976331361,0.0946745562130177,0.00591715976331361,0.00591715976331361,0.00591715976331361,0.00591715976331361,0.00591715976331361,0.473372781065089,0.00591715976331361,0.0118343195266272,0.00591715976331361,0.0532544378698225,0.0118343195266272,0.00591715976331361,0.0118343195266272,0.00591715976331361,0.0177514792899408,0.00591715976331361,0.00591715976331361,0.0177514792899408,0.0118343195266272,0.00591715976331361,0.00591715976331361,0.00591715976331361,0.00591715976331361,0.00591715976331361,0.00591715976331361,0.0118343195266272,0.00591715976331361,0.0118343195266272
"Wulffs Ehrensold: Innenministerium sieht keinen Regelverstoß",0.00282485875706215,0.00282485875706215,0.00282485875706215,0.00282485875706215,0.00282485875706215,0.00282485875706215,0.00282485875706215,0.00282485875706215,0.00282485875706215,0.00282485875706215,0.00282485875706215,0.290960451977401,0.00282485875706215,0.00282485875706215,0.00564971751412429,0.00282485875706215,0.0282485875706215,0.00282485875706215,0.00282485875706215,0.00282485875706215,0.019774011299435,0.0282485875706215,0.00282485875706215,0.00564971751412429,0.00282485875706215,0.00282485875706215,0.00282485875706215,0.406779661016949,0.00564971751412429,0.00282485875706215,0.00282485875706215,0.0254237288135593,0.00847457627118644,0.00564971751412429,0.00847457627118644,0.00282485875706215,0.019774011299435,0.00564971751412429,0.00564971751412429,0.0169491525423729,0.0112994350282486,0.00282485875706215,0.00564971751412429,0.00282485875706215,0.00282485875706215,0.00282485875706215,0.00564971751412429,0.00282485875706215,0.00564971751412429,0.00282485875706215
"Ausbildung: Schulz will unabhängig von Bundestagswahlergebnis SPD-Chef bleiben - WELT",0.00651465798045603,0.00325732899022801,0.00325732899022801,0.0814332247557003,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.0130293159609121,0.00651465798045603,0.00651465798045603,0.00977198697068404,0.0130293159609121,0.00325732899022801,0.0228013029315961,0.00651465798045603,0.00977198697068404,0.0423452768729642,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.0130293159609121,0.0293159609120521,0.00651465798045603,0.0162866449511401,0.00325732899022801,0.00651465798045603,0.00651465798045603,0.0488599348534202,0.00325732899022801,0.00325732899022801,0.00651465798045603,0.159609120521173,0.0521172638436482,0.00977198697068404,0.169381107491857,0.00325732899022801,0.0651465798045603,0.00325732899022801,0.00325732899022801,0.0162866449511401,0.00977198697068404,0.00651465798045603,0.00651465798045603,0.00651465798045603,0.00325732899022801,0.00651465798045603,0.00651465798045603,0.00325732899022801,0.00977198697068404,0.0684039087947883
"Manuela Schwesig fordert mehr Geld für Beschäftigte in Ostdeutschland - SPIEGEL ONLINE",0.00766283524904215,0.00766283524904215,0.00766283524904215,0.0574712643678161,0.00383141762452107,0.00383141762452107,0.00383141762452107,0.00766283524904215,0.00383141762452107,0.00383141762452107,0.00383141762452107,0.0191570881226054,0.0881226053639847,0.0114942528735632,0.00766283524904215,0.00383141762452107,0.268199233716475,0.00766283524904215,0.00383141762452107,0.00383141762452107,0.00383141762452107,0.0114942528735632,0.00766283524904215,0.00383141762452107,0.00383141762452107,0.00766283524904215,0.00383141762452107,0.00383141762452107,0.0153256704980843,0.0114942528735632,0.00383141762452107,0.0957854406130268,0.00766283524904215,0.118773946360153,0.0842911877394636,0.00383141762452107,0.00766283524904215,0.00383141762452107,0.00383141762452107,0.0229885057471264,0.00383141762452107,0.00383141762452107,0.00383141762452107,0.00383141762452107,0.0114942528735632,0.00383141762452107,0.00383141762452107,0.00766283524904215,0.00383141762452107,0.00383141762452107
"EU-Haushaltskommissar: Autobauern drohen milliardenschwere Kartellstrafen",0.00104602510460251,0.00209205020920502,0.00313807531380753,0.00732217573221757,0.00209205020920502,0.00209205020920502,0.00104602510460251,0.00104602510460251,0.00313807531380753,0.00418410041841004,0.00104602510460251,0.195606694560669,0.00732217573221757,0.206066945606695,0.00104602510460251,0.00313807531380753,0.00104602510460251,0.00523012552301255,0.00313807531380753,0.00523012552301255,0.00627615062761506,0.0198744769874477,0.0104602510460251,0.00836820083682008,0.00209205020920502,0.00209205020920502,0.00313807531380753,0.223849372384937,0.00209205020920502,0.00313807531380753,0.00209205020920502,0.146443514644351,0.00209205020920502,0.00104602510460251,0.00209205020920502,0.00523012552301255,0.00104602510460251,0.00209205020920502,0.00209205020920502,0.0742677824267782,0.00209205020920502,0.00104602510460251,0.00418410041841004,0.00209205020920502,0.00104602510460251,0.00104602510460251,0.00313807531380753,0.00104602510460251,0.00418410041841004,0.00418410041841004
"Neuwahlen: Niedersachsen wählen am 15. Oktober neuen Landtag",0.00175438596491228,0.00175438596491228,0.00175438596491228,0.00526315789473684,0.00175438596491228,0.00175438596491228,0.00175438596491228,0.00350877192982456,0.00175438596491228,0.00175438596491228,0.00526315789473684,0.17719298245614,0.00175438596491228,0.00526315789473684,0.00175438596491228,0.00175438596491228,0.00350877192982456,0.00175438596491228,0.00175438596491228,0.00175438596491228,0.00350877192982456,0.0263157894736842,0.00175438596491228,0.00175438596491228,0.00526315789473684,0.00175438596491228,0.00175438596491228,0.589473684210526,0.00175438596491228,0.00175438596491228,0.00350877192982456,0.0596491228070175,0.00175438596491228,0.00175438596491228,0.0175438596491228,0.00175438596491228,0.0228070175438597,0.00175438596491228,0.00175438596491228,0.00350877192982456,0.00175438596491228,0.00175438596491228,0.00526315789473684,0.00175438596491228,0.00350877192982456,0.00175438596491228,0.00175438596491228,0.00175438596491228,0.00175438596491228,0.00350877192982456
"Angela Merkel: Diese vier YouTuber befragen die Kanzlerin - SPIEGEL ONLINE",0.0024390243902439,0.00731707317073171,0.0024390243902439,0.0048780487804878,0.00731707317073171,0.0048780487804878,0.0024390243902439,0.380487804878049,0.0048780487804878,0.0024390243902439,0.0121951219512195,0.0219512195121951,0.0024390243902439,0.00731707317073171,0.0024390243902439,0.0146341463414634,0.0170731707317073,0.0024390243902439,0.0024390243902439,0.0048780487804878,0.0024390243902439,0.0121951219512195,0.0048780487804878,0.0146341463414634,0.0024390243902439,0.00731707317073171,0.00975609756097561,0.0024390243902439,0.0170731707317073,0.0219512195121951,0.0121951219512195,0.148780487804878,0.00731707317073171,0.00731707317073171,0.1,0.0048780487804878,0.00975609756097561,0.0024390243902439,0.0048780487804878,0.0121951219512195,0.0024390243902439,0.0024390243902439,0.0048780487804878,0.0024390243902439,0.00731707317073171,0.00731707317073171,0.0024390243902439,0.0024390243902439,0.0512195121951219,0.0048780487804878
"Nach G20-Krawallen: Mehr als 160 Ermittlungsverfahren",0.00240963855421687,0.00240963855421687,0.00481927710843374,0.0120481927710843,0.00240963855421687,0.0120481927710843,0.00481927710843374,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00481927710843374,0.27710843373494,0.00481927710843374,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00481927710843374,0.00481927710843374,0.00240963855421687,0.0072289156626506,0.00481927710843374,0.0144578313253012,0.00481927710843374,0.00240963855421687,0.00240963855421687,0.0072289156626506,0.00240963855421687,0.279518072289157,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.0409638554216867,0.00240963855421687,0.00240963855421687,0.0072289156626506,0.0120481927710843,0.00481927710843374,0.132530120481928,0.0072289156626506,0.0771084337349398,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00481927710843374,0.00240963855421687,0.00240963855421687
"ARD-DeutschlandTrend: DTrend: Vertrauen in Autoindustrie schwindet",0.00395256916996047,0.00395256916996047,0.00395256916996047,0.403162055335968,0.00395256916996047,0.0118577075098814,0.00395256916996047,0.00395256916996047,0.00395256916996047,0.00395256916996047,0.00395256916996047,0.00395256916996047,0.00395256916996047,0.0909090909090909,0.00395256916996047,0.00395256916996047,0.0158102766798419,0.00395256916996047,0.00395256916996047,0.00395256916996047,0.00395256916996047,0.0118577075098814,0.00395256916996047,0.00395256916996047,0.00395256916996047,0.0118577075098814,0.00395256916996047,0.00395256916996047,0.0276679841897233,0.00790513833992095,0.00395256916996047,0.221343873517787,0.00395256916996047,0.0158102766798419,0.00395256916996047,0.00395256916996047,0.00395256916996047,0.00395256916996047,0.00395256916996047,0.00790513833992095,0.00395256916996047,0.00790513833992095,0.00395256916996047,0.00790513833992095,0.00395256916996047,0.00395256916996047,0.0158102766798419,0.00395256916996047,0.00395256916996047,0.00395256916996047
"Niedersachsen: Ministerpräsident Weil setzt Neuwahlen für 15. Oktober an - FOCUS Online",0.00865800865800866,0.00432900432900433,0.00432900432900433,0.012987012987013,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.012987012987013,0.00432900432900433,0.00432900432900433,0.012987012987013,0.0216450216450216,0.00432900432900433,0.0173160173160173,0.00432900432900433,0.00865800865800866,0.00432900432900433,0.00432900432900433,0.00865800865800866,0.554112554112554,0.00865800865800866,0.00432900432900433,0.00865800865800866,0.0822510822510823,0.051948051948052,0.00432900432900433,0.012987012987013,0.00432900432900433,0.012987012987013,0.00432900432900433,0.00865800865800866,0.00432900432900433,0.00865800865800866,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00865800865800866,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00432900432900433
"Niedersachsen: Landtagswahl am 15. Oktober | ZEIT ONLINE",0.00510204081632653,0.0102040816326531,0.0102040816326531,0.0102040816326531,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.0102040816326531,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.0102040816326531,0.0102040816326531,0.0102040816326531,0.0969387755102041,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.0102040816326531,0.00510204081632653,0.469387755102041,0.00510204081632653,0.0102040816326531,0.0153061224489796,0.0204081632653061,0.0255102040816327,0.0102040816326531,0.0255102040816327,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.0561224489795918,0.0102040816326531,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.0102040816326531,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.0102040816326531,0.0102040816326531
"Verband beklagt gründungsfeindliches Klima in Deutschland",0.00221238938053097,0.00442477876106195,0.00221238938053097,0.00221238938053097,0.00884955752212389,0.00884955752212389,0.00221238938053097,0.00221238938053097,0.00663716814159292,0.00221238938053097,0.00221238938053097,0.316371681415929,0.00221238938053097,0.00442477876106195,0.00221238938053097,0.0110619469026549,0.0663716814159292,0.00221238938053097,0.00663716814159292,0.0132743362831858,0.00221238938053097,0.00663716814159292,0.00221238938053097,0.00221238938053097,0.00221238938053097,0.00221238938053097,0.00442477876106195,0.303097345132743,0.00221238938053097,0.00221238938053097,0.00663716814159292,0.108407079646018,0.00221238938053097,0.00884955752212389,0.00884955752212389,0.00221238938053097,0.00442477876106195,0.00221238938053097,0.00442477876106195,0.00442477876106195,0.00221238938053097,0.00221238938053097,0.00663716814159292,0.00442477876106195,0.00442477876106195,0.00884955752212389,0.00442477876106195,0.00221238938053097,0.00442477876106195,0.00884955752212389
"Unions-Fraktionsvize: Niedersachsen soll VW-Anteile abgeben",0.00726392251815981,0.00242130750605327,0.00726392251815981,0.00242130750605327,0.00484261501210654,0.00726392251815981,0.00242130750605327,0.00484261501210654,0.00242130750605327,0.00242130750605327,0.00242130750605327,0.222760290556901,0.00242130750605327,0.0145278450363196,0.00242130750605327,0.00484261501210654,0.0193704600484262,0.00242130750605327,0.00242130750605327,0.00484261501210654,0.00242130750605327,0.0217917675544794,0.00242130750605327,0.00242130750605327,0.00484261501210654,0.00484261501210654,0.00484261501210654,0.464891041162228,0.00242130750605327,0.00484261501210654,0.0121065375302663,0.0702179176755448,0.00242130750605327,0.00242130750605327,0.00242130750605327,0.00242130750605327,0.0121065375302663,0.00242130750605327,0.00484261501210654,0.00726392251815981,0.00242130750605327,0.00726392251815981,0.00242130750605327,0.00242130750605327,0.00242130750605327,0.00242130750605327,0.00968523002421308,0.00726392251815981,0.00484261501210654,0.00242130750605327
"SPD-Ministerpräsident Weil: Ausgebremst - SPIEGEL ONLINE",0.0024330900243309,0.0024330900243309,0.0024330900243309,0.0097323600973236,0.0024330900243309,0.0072992700729927,0.0024330900243309,0.218978102189781,0.0024330900243309,0.0097323600973236,0.0072992700729927,0.0097323600973236,0.0048661800486618,0.0024330900243309,0.0024330900243309,0.0024330900243309,0.0024330900243309,0.0024330900243309,0.0024330900243309,0.0097323600973236,0.0024330900243309,0.0024330900243309,0.0024330900243309,0.0024330900243309,0.0024330900243309,0.0024330900243309,0.0048661800486618,0.228710462287105,0.0024330900243309,0.0097323600973236,0.0097323600973236,0.233576642335766,0.0048661800486618,0.0024330900243309,0.0948905109489051,0.0024330900243309,0.0218978102189781,0.0024330900243309,0.0024330900243309,0.0024330900243309,0.0048661800486618,0.0048661800486618,0.0024330900243309,0.0024330900243309,0.0048661800486618,0.0072992700729927,0.0024330900243309,0.0048661800486618,0.0097323600973236,0.0121654501216545
"Mietpreisbremse: Wohlfahrtsverband fordert Verschärfung - Union blockiert - SPIEGEL ONLINE",0.00371747211895911,0.00371747211895911,0.00743494423791822,0.00743494423791822,0.0148698884758364,0.00743494423791822,0.00371747211895911,0.0148698884758364,0.0185873605947955,0.00371747211895911,0.00371747211895911,0.0185873605947955,0.00743494423791822,0.0185873605947955,0.00743494423791822,0.00371747211895911,0.260223048327138,0.00371747211895911,0.00743494423791822,0.0297397769516729,0.0111524163568773,0.00371747211895911,0.00371747211895911,0.0260223048327138,0.141263940520446,0.0148698884758364,0.00743494423791822,0.00371747211895911,0.00371747211895911,0.00371747211895911,0.00743494423791822,0.12639405204461,0.0185873605947955,0.0223048327137546,0.00743494423791822,0.00743494423791822,0.0408921933085502,0.00371747211895911,0.0148698884758364,0.0148698884758364,0.00371747211895911,0.0111524163568773,0.00743494423791822,0.00371747211895911,0.00371747211895911,0.00371747211895911,0.0148698884758364,0.00371747211895911,0.0148698884758364,0.00371747211895911
"Alternative für Deutschland: Verfassungsschutz will AfD in Sachsen-Anhalt nicht beobachten | ZEIT ONLINE",0.0136054421768707,0.00226757369614512,0.428571428571429,0.0340136054421769,0.00680272108843537,0.0294784580498866,0.00226757369614512,0.00226757369614512,0.00226757369614512,0.00226757369614512,0.00226757369614512,0.00453514739229025,0.0090702947845805,0.00680272108843537,0.00226757369614512,0.00680272108843537,0.00226757369614512,0.00680272108843537,0.00226757369614512,0.00453514739229025,0.0113378684807256,0.0340136054421769,0.00226757369614512,0.00226757369614512,0.00226757369614512,0.00226757369614512,0.00226757369614512,0.0136054421768707,0.00453514739229025,0.00226757369614512,0.00453514739229025,0.165532879818594,0.0204081632653061,0.00453514739229025,0.00453514739229025,0.00453514739229025,0.00453514739229025,0.0566893424036281,0.0090702947845805,0.0226757369614512,0.00453514739229025,0.00680272108843537,0.00453514739229025,0.00680272108843537,0.00226757369614512,0.00453514739229025,0.00453514739229025,0.00453514739229025,0.0113378684807256,0.00453514739229025
"Wahl-O-Mat Bundestagswahl 2017: Wen wählen Sie? - FOCUS Online",0.0149253731343284,0.00746268656716418,0.0522388059701493,0.00746268656716418,0.00746268656716418,0.00746268656716418,0.00746268656716418,0.00746268656716418,0.0223880597014925,0.0149253731343284,0.00746268656716418,0.00746268656716418,0.00746268656716418,0.0149253731343284,0.00746268656716418,0.00746268656716418,0.00746268656716418,0.00746268656716418,0.00746268656716418,0.0149253731343284,0.00746268656716418,0.0970149253731343,0.00746268656716418,0.00746268656716418,0.00746268656716418,0.00746268656716418,0.00746268656716418,0.0149253731343284,0.111940298507463,0.0149253731343284,0.00746268656716418,0.156716417910448,0.119402985074627,0.0149253731343284,0.0223880597014925,0.0149253731343284,0.0223880597014925,0.00746268656716418,0.00746268656716418,0.0149253731343284,0.00746268656716418,0.0149253731343284,0.00746268656716418,0.00746268656716418,0.0149253731343284,0.00746268656716418,0.00746268656716418,0.00746268656716418,0.00746268656716418,0.00746268656716418
"Bericht der New York Times: Will Mike Pence US-Präsident werden?",0.0020746887966805,0.0020746887966805,0.0020746887966805,0.0020746887966805,0.0020746887966805,0.0020746887966805,0.00622406639004149,0.004149377593361,0.00829875518672199,0.0020746887966805,0.0020746887966805,0.398340248962656,0.0020746887966805,0.0020746887966805,0.004149377593361,0.004149377593361,0.00622406639004149,0.0020746887966805,0.004149377593361,0.00829875518672199,0.004149377593361,0.0145228215767635,0.004149377593361,0.00622406639004149,0.0020746887966805,0.0020746887966805,0.00622406639004149,0.313278008298755,0.0020746887966805,0.004149377593361,0.0020746887966805,0.0871369294605809,0.004149377593361,0.00829875518672199,0.0020746887966805,0.0020746887966805,0.00622406639004149,0.004149377593361,0.00622406639004149,0.0020746887966805,0.0020746887966805,0.016597510373444,0.004149377593361,0.00622406639004149,0.00829875518672199,0.0020746887966805,0.0020746887966805,0.0020746887966805,0.004149377593361,0.0020746887966805
